##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
980,"Terfezia boudieri ATCC MYA-4762 v1.1",Terbo2,82571,63234573,12114,Y,Y,N,,"Murat C et al.,2018","30420746"
981,"Periconia macrospinosa DSE2036 v1.0",Perma1,97972,54992973,18750,Y,Y,N,,"Knapp DG et al.,2018","29679020"
982,"Rhytidhysteron rufulum",Rhyru1_1,37885,40184762,12117,Y,Y,N,,"Ohm RA et al.,2012","23236275"
983,"Hysterium pulicare",Hyspu1_1,100027,38427427,12352,Y,Y,N,,"Ohm RA et al.,2012","23236275"
984,"Botryosphaeria dothidea",Botdo1_1,55169,43500615,14998,Y,Y,N,,"Marsberg A et al.,2017","27682468"
985,"Stanjemonium grisellum CBS 655.79 v1.0",Stagr1,73508,32998052,11832,Y,N,N,,,
986,"Leucoagaricus gongylophorus Ac12",Leugo1_1,1258663,101584475,5420,Y,Y,N,,"Aylward FO et al.,2013","23584789"
987,"Orpinomyces sp.",Orpsp1_1,1987568,100954185,18936,Y,Y,N,,"Youssef NH et al.,2013","23709508"
988,"Lindgomyces ingoldianus ATCC 200398 v1.0",Linin1,673940,69030646,15956,Y,N,N,,,
989,"Venturia inaequalis",Venin1,5025,55126144,13233,Y,Y,N,,"Deng CH et al.,2017","28464870"
990,"Valetoniellopsis laxa CBS 191.97 v1.0",Valla1,152775,22125270,8026,Y,N,N,,,
991,"Leiotrametes sp BRFM 1775 v1.0",Leisp1,1513325,34515440,13763,Y,N,N,,,
992,"Microascus trigonosporus CBS 218.31 v1.0",Mictr1,36921,36100005,13087,Y,N,N,,,
993,"Myrothecium inundatum CBS 120646 v1.0",Myrin1,110576,39207821,13553,Y,N,N,,,
994,"Niesslia exilis CBS 358.70 v1.0",Nieex1,267680,35381739,13499,Y,N,N,,,
995,"Trichodelitschia bisporula CBS 262.69 v1.0",Tribi1,703511,25789561,10181,Y,N,N,,,
996,"Armillaria gallica 21-2 v1.0",Armga1,47427,85336812,25704,Y,Y,N,,"Sipos G et al.,2017","29085064"
997,"Acremonium strictum DS1bioAY4a v1.0",Acrst1,5046,35793893,13158,Y,N,N,,,
998,"Stagonospora sp. SRC1lsM3a v1.0",Stasp1,765868,36082944,14430,Y,Y,N,,"Zeiner CA et al.,2016","27434633"
999,"Erythrobasidium hasegawianum ATCC 9536 v1.0",Eryha1,1397323,40686788,9521,Y,N,N,,,
1,000,"Alternaria alternata SRC1lrK2f v1.0",Altal1,5599,32990834,13469,Y,Y,N,,"Zeiner CA et al.,2016","27434633"
1,001,"Massarina eburnea CBS 473.64 v1.0",Maseb1,1395130,38236937,12935,Y,N,N,,,
1,002,"Aspergillus ochraceoroseus IBT 24754 v1.0",Aspoch1,1392256,27718211,8924,Y,Y,N,,"Kjaerbolling I et al.,2018","29317534"
1,003,"Aspergillus niger van Tieghem ATCC 13496 v1.0",Aspni_bvT_1,1353008,35690699,12197,Y,Y,N,,"Vesth TC et al.,2018","30349117"
1,004,"Aspergillus campestris IBT 28561 v1.0",Aspcam1,1392248,28257496,9764,Y,Y,N,,"Kjaerbolling I et al.,2018","29317534"
1,005,"Aspergillus novofumigatus IBT 16806 v1.0",Aspnov1,1392255,32440129,11549,Y,Y,N,,"Kjaerbolling I et al.,2018","29317534"
1,006,"Aspergillus steynii IBT 23096 v1.0",Aspste1,1392250,37847960,13211,Y,Y,N,,"Kjaerbolling I et al.,2018","29317534"
1,007,"Aspergillus niger (phoenicis Corda) Thom ATCC 13157 v1.0",Aspph1,1353007,35753538,11977,Y,Y,N,,"Vesth TC et al.,2018","30349117"
1,008,"Ramicandelaber brevisporus CBS 109374 v1.0",Rambr1,304332,25531049,9281,Y,N,N,,,
1,009,"Rhizopogon salebrosus TDB-379 v1.0",Rhisa1,176626,82288552,18900,Y,N,N,,,
1,010,"Conidiobolus thromboides FSU 785 v1.0",Conth1,1314799,24635576,8867,Y,N,N,,,
1,011,"Martensiomyces pterosporus CBS 209.56 v1.0",Marpt1,61414,19815802,8435,Y,N,N,,,
1,012,"Rhizoscyphus ericae UAMH 7357 v1.0",Rhier1,1745343,57408471,16784,Y,Y,N,,"Martino E et al.,2018","29315638"
1,013,"Marssonina brunnea f. sp. multigermtubi MB_m1",Marbr1,1072389,51949877,10027,Y,Y,N,,"Zhu S et al.,2012","22876864"
1,014,"Teratosphaeria nubilosa CBS 116005 v1.0",Ternu1,161662,28443146,10998,Y,N,N,,,
1,015,"Zymoseptoria pseudotritici STIR04_2.2.1",Zymps1,985140,32658572,11044,Y,Y,N,,"Stukenbrock EH et al.,2012~Stukenbrock EH et al.,2011","22711811 21994252"
1,016,"Zymoseptoria ardabiliae STIR04_1.1.1",Zymar1,985147,31546591,10788,Y,Y,N,,"Stukenbrock EH et al.,2012~Stukenbrock EH et al.,2011","22711811 21994252"
1,017,"Phyllosticta citriasiana CBS 120486 v1.0",Phycit1,595635,32696106,11368,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
1,018,"Pseudovirgaria hyperparasitica CBS 121739 v1.0",Psehy1,470096,35440147,11232,Y,N,N,,,
1,019,"Clathrospora elynae CBS 161.51 v1.0",Clael1,706981,37388950,13617,Y,N,N,,,
1,020,"Tothia fuscella CBS 130266 v1.0",Totfu1,1048955,36781754,13685,Y,N,N,,,
1,021,"Auriscalpium vulgare FP105234-Sp v1.0",Aurvu1,40419,39647923,16945,Y,N,N,,,
1,022,"Polyplosphaeria fusca CBS 125425 v1.0",Polfu1,682080,37009770,15194,Y,N,N,,,
1,023,"Verruculina enalia CBS 304.66 v1.0",Veren1,85948,61207694,13748,Y,N,N,,,
1,024,"Aporpium caryae L-13461",Elmca1,1211726,39532937,16571,Y,N,N,,,
1,025,"Armillaria mellea DSM 3731",Armme1_1,1314977,79545241,14473,Y,Y,N,,"Collins C et al.,2013","23656496"
1,026,"Neurospora crassa FGSC 73 trp-3 v1.0",Neucr_trp3_1,5141,40416174,11978,Y,Y,N,,"Baker SE et al.,2015","25838471"
1,027,"Gymnopus androsaceus JB14 v1.0",Gyman1,1447940,89149538,29375,Y,N,N,,,
1,028,"Panellus stipticus KUC8834 v1.1",Panst_KUC8834_1_1,5636,53167499,15860,Y,N,N,,,
1,029,"Clavulina sp. PMI_390 v1.0",ClaPMI390,1486700,41635769,15452,Y,N,N,,,
1,030,"Thozetella sp. PMI_491 v2.0",ThoPMI491_1,1506992,72858336,23281,Y,N,N,,,
1,031,"Coniochaeta sp. PMI_546 v1.0",ConPMI546,1450552,33513814,11346,Y,N,N,,,
1,032,"Artolenzites elegans CIRM-BRFM 1663 v1.0",Artel1,526244,33075802,12851,Y,N,N,,,
1,033,"Trametes ljubarskyi CIRM1659 v1.0",Tralj1,1140396,34004100,13180,Y,N,N,,,
1,034,"Cladonia grayi Cgr/DA2myc/ss v2.0",Clagr3,27339,34622149,11389,Y,Y,N,,"Armaleo D et al.,2019","31337355"
1,035,"Coniochaeta ligniaria NRRL 30616 v1.0",Conlig1,177197,42382780,13657,Y,Y,N,,"Jimenez DJ et al.,2017","28126934"
1,036,"Guyanagaster necrorhiza MCA 3950 v1.0",Guyne1,856835,53686691,14276,Y,N,N,,,
1,037,"Rhodotorula sp. JG-1b",Rhosp1,1305733,19393393,6680,Y,Y,N,,"Goordial J et al.,2016","26988035"
1,038,"Westerdykella ornata CBS 379.55 v1.0",Wesor1,318751,26979746,10410,Y,N,N,,,
1,039,"Byssothecium circinans CBS 675.92 v1.0",Bysci1,147558,49288729,15785,Y,N,N,,,
1,040,"Sporobolomyces roseus v1.0",Sporo1,365493,21172659,5536,Y,N,N,,,
1,041,"Batrachochytrium dendrobatidis JAM81 v1.0",Batde5,684364,24315081,8732,Y,N,N,,,
1,042,"Scheffersomyces stipitis NRRL Y-11545 v2.0",Picst3,322104,15441079,5807,Y,Y,N,,"Jeffries TW et al.,2007","17334359"
1,043,"Mycosphaerella graminicola v2.0",Mycgr3,1047171,39686251,10933,Y,Y,N,,"Goodwin SB et al.,2011","21695235"
1,044,"Rhizopogon vinicolor AM-OR11-026 v1.0",Rhivi1,1314800,36102320,14469,Y,Y,N,,"Mujic AB et al.,2017","28450370"
1,045,"Clavicorona pyxidata HHB10654 v1.0",Clapy1,48021,37987417,15130,Y,N,N,,,
1,046,"Obba rivulosa 3A-2 v1.0",Obbri1,1052685,34037596,13206,Y,Y,N,,"Miettinen O et al.,2016","27634999"
1,047,"Delitschia confertaspora ATCC 74209 v1.0",Delco1,1504671,31159062,10171,Y,N,N,,,
1,048,"Pycnoporus coccineus CIRM1662",Pycco1662_1,158605,32097360,12798,Y,N,N,,,
1,049,"Gymnopilus chrysopellus PR-1187 v1.0",Gymch1,1314804,47223541,18193,Y,N,N,,,
1,050,"Ophiobolus disseminans CBS 113818 v1.0",Ophdi1,1469910,41683814,16027,Y,N,N,,,
1,051,"Corynespora cassiicola CCP v1.0",Corca1,59586,44846156,17166,Y,Y,N,,"Lopez D et al.,2018","29551995"
1,052,"Lophium mytilinum CBS 269.34 v1.0",Lopmy1,390894,43412209,15153,Y,N,N,,,
1,053,"Coniochaeta ligniaria CBS 111746",Conli1,177197,43695863,12318,Y,N,N,,,
1,054,"Macroventuria anomochaeta CBS 525.71 v1.0",Macan1,301207,33336106,12954,Y,N,N,,,
1,055,"Aaosphaeria arxii CBS 175.79 v1.0",Aaoar1,1450171,38901049,14203,Y,N,N,,,
1,056,"Phoma tracheiphila IPT5 v1.0",Photr1,1408161,34242632,13209,Y,N,N,,,
1,057,"Trichosporon oleaginosus IBC0246 v1.0",Triol1,879819,19835558,8322,Y,Y,N,,"Kourist R et al.,2015","26199329"
1,058,"Phanerochaete chrysosporium RP-78 v2.2",Phchr2,5306,35149519,13602,Y,Y,N,,"Ohm RA et al.,2014","24853079"
1,059,"Karstenula rhodostoma CBS 690.94 v1.0",Karrh1,1392251,45074449,15043,Y,N,N,,,
1,060,"Amniculicola lignicola CBS 123094 v1.0",Amnli1,1392246,49576578,15590,Y,N,N,,,
1,061,"Heterogastridium pycnidioideum ATCC MYA-4631 v1.0",Hetpy1,1397325,17579447,7658,Y,N,N,,,
1,062,"Naiadella fluitans ATCC 64713 v1.0",Naifl1,1397326,52667713,13270,Y,N,N,,,
1,063,"Sporobolomyces linderae CBS 7893 v1.0",Spoli1,1397324,18244034,9062,Y,N,N,,,
1,064,"Tritirachium sp. CBS 265.96 v1.0",Trisp1,1055551,18890683,7254,Y,N,N,,,
1,065,"Agaricostilbum hyphaenes  ATCC MYA-4628 v1.0",Agahy1,44565,17894169,7746,Y,N,N,,,
1,066,"Cystobasidium minutum MCA 4210 v1.0",Rhomi1,1397322,20824934,7814,Y,Y,N,,"Camiolo S et al.,2019","30264407"
1,067,"Gyrodon lividus BX v1.0",Gyrli1,85971,43048674,11779,Y,N,N,,,
1,068,"Tilletiaria anomala UBC 951 v1.0",Tilan2,1037660,18704010,6810,Y,Y,N,,"Toome M et al.,2014","24926052"
1,069,"Thielavia antarctica CBS 123565 v1.0",Thian1,1450529,40662258,9204,Y,N,N,,,
1,070,"Cadophora sp. DSE1049 v1.0",Cadsp1,1485229,70459101,22766,Y,Y,N,,"Knapp DG et al.,2018","29679020"
1,071,"Ramaria rubella (R. acris) UT-36052-T v1.0",Ramac1,1314676,105462249,19287,Y,N,N,,,
1,072,"Saccharata proteae CBS 121410 v1.0",Sacpr1,131308,31432921,9234,Y,N,N,,,
1,073,"Aspergillus niger NRRL3",Aspni_NRRL3_1,1451139,35245396,11846,Y,Y,N,,"Vesth TC et al.,2018~Aguilar-Pontes MV et al.,2018","30349117 30425417"
1,074,"Pycnoporus sanguineus BRFM 1264 v1.0",Pycsa1,158606,36037304,14165,Y,N,N,,,
1,075,"Morchella importuna CCBAS932 v1.0",Morco1,1174673,48213273,11600,Y,Y,N,,"Murat C et al.,2018","30420746"
1,076,"Penicillium brevicompactum AgRF18 v1.0",PenbrAgRF18_1,5074,31680764,12343,Y,N,N,,,
1,077,"Talaromyces marneffei ATCC 18224",Talma1_2,441960,28643865,10638,Y,Y,N,,"Nierman WC et al.,2015","25676766"
1,078,"Penicillium janthinellum ATCC 10455 v1.0",Penja1,1397297,35149264,12098,Y,N,N,,,
1,079,"Penicillium raistrickii ATCC 10490 v1.0",Penra1,1392252,31444823,11368,Y,N,N,,,
1,080,"Talaromyces aculeatus ATCC 10409 v1.0",Penac1,1392253,37268618,13793,Y,N,N,,,
1,081,"Thielavia appendiculata CBS 731.68 v1.0",Thiap1,1384585,32737472,11942,Y,N,N,,,
1,082,"Thielavia hyrcaniae CBS 757.83 v1.0",Thihy1,1384584,31183862,11338,Y,N,N,,,
1,083,"Trematosphaeria pertusa CBS 122368 v1.0",Trepe1,390896,47745773,17306,Y,N,N,,,
1,084,"Leucogyrophana mollusca KUC20120723A-06 v1.0",Leumo1,85980,35193237,14619,Y,N,N,,,
1,085,"Schizopora paradoxa KUC8140 v1.0",Schpa1,27342,44406206,17098,Y,Y,N,,"Min B et al.,2015","26188242"
1,086,"Thielavia arenaria CBS 508.74 v1.0",Thiar1,1384583,30991681,10954,Y,N,N,,,
1,087,"Auricularia subglabra v2.0",Aurde3_1,717982,76853599,25459,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,088,"Aspergillus niger ATCC 1015 v4.0",Aspni7,380704,34853277,11910,Y,Y,N,,"Andersen MR et al.,2011","21543515"
1,089,"Rozella allomycis CSF55",Rozal1_1,988480,11859274,6350,Y,Y,N,,"James TY et al.,2013","23932404"
1,090,"Talaromyces stipitatus ATCC 10500",Talst1_2,441959,35685443,13252,Y,N,N,,,
1,091,"Malassezia sympodialis ATCC 42132",Malsy1_1,1230383,7669689,3517,Y,Y,N,,"Gioti A et al.,2013","23341551"
1,092,"Enterocytozoon bieneusi H348",Entbi1,481877,3860738,3632,Y,Y,N,,"Akiyoshi DE et al.,2009","19132089"
1,093,"Pseudozyma antarctica T-34",Psean1_1,1151754,18065590,6640,Y,Y,N,,"Morita T et al.,2013","23558529"
1,094,"Nosema ceranae BRL01",Nosce1,578460,7860219,2060,Y,Y,N,,"Cornman RS et al.,2009~Chen YP et al.,2009","19503607 19457054"
1,095,"Penicillium oxalicum 114-2",Penox1,933388,30177368,9979,Y,Y,N,,"Liu G et al.,2013","23383313"
1,096,"Penicillium chrysogenum Wisconsin 54-1255",PenchWisc1_1,500485,32223735,13671,Y,Y,N,,"van den Berg MA et al.,2008","18820685"
1,097,"Aspergillus kawachii IFO 4308",Aspka1_1,1033177,36544702,11475,Y,Y,N,,"Futagami T et al.,2011","22045919"
1,098,"Ascocoryne sarcoides NRRL50072",Ascsa1,1016881,34170264,10672,Y,Y,N,,"Gianoulis TA et al.,2012","22396667"
1,099,"Choiromyces venosus 120613-1 v1.0",Chove1,1336337,126035033,17986,Y,Y,N,,"Murat C et al.,2018","30420746"
1,100,"Dendrothele bispora CBS 962.96 v1.0",Denbi1,1314803,130650616,33645,Y,Y,N,,"Varga T et al.,2019","30886374"
1,101,"Dothidotthia symphoricarpi v1.0",Dotsy1,1392245,34433519,11790,Y,N,N,,,
1,102,"Exobasidium vaccinii MPITM v1.0",Exova1,1314671,16990195,7453,Y,N,N,,,
1,103,"Fibulorhizoctonia sp. CBS 109695 v1.0",Fibsp1,436010,95125689,32946,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,104,"Moniliophthora perniciosa FA553",Monpe1_1,554373,18411357,13560,Y,Y,N,,"Mondego JM et al.,2008","19019209"
1,105,"Aspergillus fumigatus A1163",Aspfu_A1163_1,451804,29205420,9916,Y,Y,N,,"Fedorova ND et al.,2008~Nierman WC et al.,2005~Ronning CM et al.,2005~Joardar V et al.,2012","18404212 16372009 16499415 23234273"
1,106,"Arthroderma benhamiae CBS 112371",Artbe1,663331,22224160,7980,Y,Y,N,,"Burmester A et al.,2011","21247460"
1,107,"Trichophyton verrucosum HKI 0517",Triver1,663202,22540967,8024,Y,Y,N,,"Burmester A et al.,2011","21247460"
1,108,"Encephalitozoon hellem ATCC 50504",Enche1,907965,2251784,1847,Y,Y,N,,"Pombert JF et al.,2012","22802648"
1,109,"Macrophomina phaseolina MS6",Macph1,1126212,48882845,13806,Y,Y,N,,"Islam MS et al.,2012","22992219"
1,110,"Monacrosporium haptotylum CBS 200.50",Monha1,1284197,39531920,10959,Y,Y,N,,"Meerupati T et al.,2013~Andersson KM et al.,2013","24244185 23770896"
1,111,"Schizosaccharomyces cryophilus OY26",Schcy1,653667,11556809,5180,Y,Y,N,,"Rhind N et al.,2011","21511999"
1,112,"Schizosaccharomyces octosporus yFS286",Schoc1,483514,11634473,4986,Y,Y,N,,"Rhind N et al.,2011","21511999"
1,113,"Cordyceps militaris CM01",Cormi1,983644,32268578,9651,Y,Y,N,,"Zheng P et al.,2011","22112802"
1,114,"Encephalitozoon romaleae SJ-2008",Encro1,1178016,2187595,1831,Y,Y,N,,"Pombert JF et al.,2012","22802648"
1,115,"Rhizopus microsporus var. chinensis CCTCC M201021",Rhich1,1271458,45739792,17676,Y,Y,N,,"Wang D et al.,2013","23516228"
1,116,"Arthrobotrys oligospora ATCC 24927",Artol1,756982,40072829,11479,Y,Y,N,,"Yang J et al.,2011","21909256"
1,117,"Verticillium alfalfae VaMs.102",Veral1,27335,32833495,10221,Y,Y,N,,"Klosterman SJ et al.,2011","21829347"
1,118,"Schizosaccharomyces japonicus yFS275",Schja1,402676,11733154,4878,Y,Y,N,,"Rhind N et al.,2011","21511999"
1,119,"Sporisorium reilianum SRZ2",Spore1,999809,18386378,6648,Y,Y,N,,"Schirawski J et al.,2010","21148393"
1,120,"Encephalitozoon intestinalis ATCC 50506",Encin1,876142,2216898,1833,Y,Y,N,,"Corradi N et al.,2010","20865802"
1,121,"Fibroporia radiculosa TFFH 294",Fibra1,1078123,28378039,9262,Y,Y,N,,"Tang JD et al.,2012","22247176"
1,122,"Trichoderma citrinoviride TUCIM 6016 v4.0",Trici4,58853,33215161,9737,Y,Y,N,,"Druzhinina IS et al.,2018","29630596"
1,123,"Trichoderma longibrachiatum ATCC 18648 v3.0",Trilo3,983965,32238325,10938,Y,Y,N,,"Druzhinina IS et al.,2018","29630596"
1,124,"Sporormia fimetaria v1.0",Spofi1,1340428,25892244,10783,Y,N,N,,,
1,125,"Pseudozyma hubeiensis SY62",Psehu1,1305764,18442938,7472,Y,Y,N,,"Konishi M et al.,2013","23814110"
1,126,"Rhizoctonia solani AG-1 IB",Rhiso1,1108050,47658641,15157,Y,Y,N,,"Wibberg D et al.,2013","23280342"
1,127,"Lentinus tigrinus ALCF2SS1-6 v1.0",Lenti6_1,1328759,39878053,15581,Y,N,N,,,
1,128,"Calocera viscosa v1.0",Calvi1,1330018,29097227,12378,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,129,"Lentinus tigrinus ALCF2SS1-7 v1.0",Lenti7_1,1328758,39530113,15380,Y,N,N,,,
1,130,"Lentinus tigrinus v1.0",Sisbr1,5365,39762478,15653,Y,N,N,,,
1,131,"Sistotremastrum niveocremeum HHB9708 ss-1 1.0",Sisni1,1314777,35361098,13080,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,132,"Beauveria bassiana ARSEF 2860",Beaba1,655819,33693936,10364,Y,Y,N,,"Xiao G et al.,2012","22761991"
1,133,"Glarea lozoyensis ATCC 20868",Glalo1,1116229,39509734,13083,Y,Y,N,,"Chen L et al.,2013","23688303"
1,134,"Uncinocarpus reesii UAMH 1704",Uncre1,336963,22327935,7798,Y,Y,N,,"Sharpton TJ et al.,2009","19717792"
1,135,"Schizophyllum commune H4-8 v3.0",Schco3,5334,38670379,16319,Y,Y,N,,"Ohm RA et al.,2010","20622885"
1,136,"Pyronema confluens CBS100304",Pyrco1,1076935,50026054,13367,Y,Y,N,,"Traeger S et al.,2013","24068976"
1,137,"Paracoccidioides brasiliensis Pb03",Parbr1,482561,29059745,7876,Y,Y,N,,"Desjardins CA et al.,2011","22046142"
1,138,"Puccinia striiformis f. sp. tritici PST-130 ",Pucst1,875184,64782816,18021,Y,Y,N,,"Cantu D et al.,2011","21909385"
1,139,"Encephalitozoon cuniculi GB-M1",Enccu1,284813,2497519,1996,Y,Y,N,,"Peyretaillade E et al.,2009~Katinka MD et al.,2001","20003517 11719806"
1,140,"Wallemia ichthyophaga EXF-994",Walic1,1299270,9655632,4863,Y,Y,N,,"Zajc J et al.,2013","24034603"
1,141,"Phaeoacremonium aleophilum UCRPA7",Phaal1,1286976,47465449,8834,Y,Y,N,,"Blanco-Ulate B et al.,2013","23814032"
1,142,"Eutypa lata UCREL1",Eutla1,1287681,54005819,11685,Y,Y,N,,"Blanco-Ulate B et al.,2013","23723393"
1,143,"Metarhizium acridum CQMa 102",Metac1,655827,39422329,9849,Y,Y,N,,"Gao Q et al.,2011","21253567"
1,144,"Penicillium digitatum PHI26",Pendi1,1170229,25956151,9118,Y,Y,N,,"Marcet-Houben M et al.,2012","23171342"
1,145,"Fusarium fujikuroi IMI 58289",Fusfu1,1279085,43832314,14813,Y,Y,N,,"Wiemann P et al.,2013","23825955"
1,146,"Grosmannia clavigera kw1407",Grocl1,655863,29794006,8312,Y,Y,N,,"DiGuistini S et al.,2011","21262841"
1,147,"Coccidioides immitis RS ",Cocim1,246410,28947925,9910,Y,Y,N,,"Sharpton TJ et al.,2009","19717792"
1,148,"Xylona heveae TC161 v1.0",Xylhe1,1328760,24337763,8205,Y,Y,N,,"Gazis R et al.,2016","26693682"
1,149,"Gymnascella citrina v1.1",Gymci1_1,37245,25160636,9779,Y,N,N,,,
1,150,"Monascus purpureus v1.0",Monpu1,1149898,23439871,8918,Y,N,N,,,
1,151,"Sodiomyces alkalinus v1.0",Sodal1,1302862,43450096,9411,Y,Y,N,,"Grum-Grzhimaylo AA et al.,2018","30368956"
1,152,"Anthostoma avocetta NRRL 3190 v1.0",Antav1,1405086,56234513,15755,Y,N,N,,,
1,153,"Saccharomyces cerevisiae YB210 v1.0",SacceYB210_1,4932,11803935,5994,Y,N,N,,,
1,154,"Lophiostoma macrostomum v1.0",Lopma1,1314788,42577411,16160,Y,N,N,,,
1,155,"Gymnascella aurantiaca v1.0",Gymau1,1149896,25350464,9106,Y,N,N,,,
1,156,"Atractiellales rhizophila v2.0",Atrsp2,1938712,51470471,17606,Y,N,N,,,
1,157,"Dissoconium aciculare v1.0",Disac1,1314786,26537235,10299,Y,N,N,,,
1,158,"Neofusicoccum parvum UCRNP2",Neopa1,1287680,42592847,10366,Y,Y,N,,"Blanco-Ulate B et al.,2013","23766404"
1,159,"Piedraia hortae v1.1",Pieho1_1,147573,16946159,7572,Y,N,N,,,
1,160,"Antonospora locustae HM-2013",Antlo1,1284279,6074860,2606,Y,Y,N,,"Slamovits CH et al.,2004~Corradi N et al.,2007","15186746 18060071"
1,161,"Nematocida parisii ERTm1",Nempa1,881290,4071346,2661,Y,Y,N,,"Cuomo CA et al.,2012","22813931"
1,162,"Backusella circina FSU 941 v1.0",Bacci1,64653,48648288,17039,Y,N,N,,,
1,163,"Wilcoxina mikolae CBS 423.85 v1.0",Wilmi1,43439,117288895,13093,Y,N,N,,,
1,164,"Colletotrichum graminicola M1.001",Colgr1,645133,51604658,12006,Y,Y,N,,"O'Connell RJ et al.,2012","22885923"
1,165,"Schizophyllum commune Tattone D v1.0",Schco_TatD_1,1314663,36458910,15199,Y,N,N,,,
1,166,"Schizophyllum commune Loenen D v1.0",Schco_LoeD_1,1314666,35882427,13827,Y,N,N,,,
1,167,"Penicillium brevicompactum 1011305 v2.0",Penbr2,5074,32114150,11536,Y,N,N,,,
1,168,"Microsporum canis CBS 113480",Micca1,554155,23241642,8915,Y,Y,N,,"Martinez DA et al.,2012","22951933"
1,169,"Histoplasma capsulatum NAm1",Hisca1,339724,32988475,9251,Y,Y,N,,"Sharpton TJ et al.,2009","19717792"
1,170,"Trichophyton rubrum CBS 118892",Triru1,559305,22502330,8707,Y,Y,N,,"Martinez DA et al.,2012","22951933"
1,171,"Zopfia rhizophila v1.0",Zoprh1,160035,152781427,21730,Y,N,N,,,
1,172,"Rhizopus microsporus var. microsporus ATCC52813 v1.0",Rhimi1_1,1340429,25972395,10905,Y,Y,N,,"Mondo SJ et al.,2017","29184190"
1,173,"Exidia glandulosa v1.0",Exigl1,5219,78171509,26765,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,174,"Pleomassaria siparia v1.0",Plesi1,100044,43176591,13486,Y,N,N,,,
1,175,"Macrolepiota fuliginosa MF-IS2 v1.0",Macfu1,1400762,46396944,15801,Y,N,N,,,
1,176,"Cortinarius glaucopus AT 2004 276 v2.0",Corgl3,171480,63450306,20377,Y,N,N,,,
1,177,"Chalara longipes BDJ v1.0",Chalo1,1379296,52432785,19765,Y,N,N,,,
1,178,"Trypethelium eluteriae v1.0",Tryvi1,1048519,32160005,11858,Y,N,N,,,
1,179,"Calocera cornea v1.0",Calco1,1353952,33244933,13177,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,180,"Penicillium expansum ATCC 24692 v1.0",Penex1,27334,32451619,11807,Y,N,N,,,
1,181,"Trichaptum abietinum v1.0",Triab1_1,1356356,40609032,14978,Y,N,N,,,
1,182,"Penicillium canescens ATCC 10419 v1.0",Penca1,5083,33260822,12374,Y,N,N,,,
1,183,"Penicillium bilaiae ATCC 20851 v1.0",Penbi1,69765,37537715,13606,Y,N,N,,,
1,184,"Coprinopsis cinerea AmutBmut pab1-1 v1.0",Copci_AmutBmut1,1132390,34118803,,Y,Y,N,,"Muraguchi H et al.,2015","26510163"
1,185,"Penicillium glabrum DAOM 239074 v1.0",Pengl1,69773,33163077,12328,Y,N,N,,,
1,186,"Penicillium fellutanum ATCC 48694 v1.0",Penfe1,70095,30197732,11300,Y,N,N,,,
1,187,"Penicillium lanosocoeruleum ATCC 48919 v1.0",Penla1,1346256,29053594,10698,Y,N,N,,,
1,188,"Volvariella volvacea V23",Volvo1,706473,35720033,11084,Y,Y,N,,"Bao D et al.,2013","23526973"
1,189,"Rhizophagus irregularis DAOM 181602 v1.0",Gloin1,747089,91083792,30282,Y,Y,N,,"Tisserant E et al.,2013","24277808"
1,190,"Patellaria atrata v1.0",Patat1,1346257,28693344,9794,Y,N,N,,,
1,191,"Lichtheimia hyalospora v1.0",Lichy1,420593,33282407,12062,Y,N,N,,,
1,192,"Lindra thalassiae JK4322 v1.0",Linth1,45816,31924598,8029,Y,N,N,,,
1,193,"Pneumocystis jirovecii",Pneji1,42068,8152515,3520,Y,Y,N,,"Cisse OH et al.,2012","23269827"
1,194,"Taphrina deformans",Tapde1_1,1097556,13364053,4609,Y,Y,N,,"Cisse OH et al.,2013","23631913"
1,195,"Antrodia sinuosa LB1 v1.0",Antsi1,1333626,30168058,11327,Y,N,N,,,
1,196,"Aureobasidium pullulans var. melanogenum CBS 110374",Aurpu_var_mel1,1043003,26203324,10594,Y,Y,N,,"Gostincar C et al.,2014","24984952"
1,197,"Aureobasidium pullulans var. namibiae CBS 147.97",Aurpu_var_nam1,1043004,25428601,10266,Y,Y,N,,"Gostincar C et al.,2014","24984952"
1,198,"Peniophora sp. v1.0",Ricme1,40463,46030792,18952,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,199,"Cylindrobasidium torrendii FP15055 v1.0",Cylto1,394432,31574086,13940,Y,Y,N,,"Floudas D et al.,2015","25683379"
1,200,"Melanomma pulvis-pyrius v1.0",Melpu1,100047,42094923,15881,Y,N,N,,,
1,201,"Omphalotus olearius",Ompol1,1128401,28145093,8171,Y,Y,N,,"Wawrzyn GT et al.,2012","22726691"
1,202,"Aspergillus niger CBS 513.88",Aspni_DSM_1,425011,33975768,14097,Y,Y,N,,"Pel HJ et al.,2007","17259976"
1,203,"Aulographum hederae v2.0",Aulhe2,1176130,31983478,12127,Y,N,N,,,
