"","species","genect","genelen_mean","genelen_sd","intronlen_mean","intronlen_sd","intronct_mean","intronct_sd","exonlen_mean","exonlen_sd","genome_size","contig_count"
"Rhior3","Rhior3",17467,"1028.446","982.587","79.120","56.932","2.319","2.468","309.823","448.873",46087117,81
"Rhimi_ATCC11559_1","Rhimi_ATCC11559_1",11355,"1213.296","998.034","70.378","80.598","2.963","2.864","306.155","393.973",24077254,595
"Rhich1","Rhich1",17676,"1316.958","1100.245","67.316","63.227","3.534","3.504","290.437","391.230",45739792,3281
"Rhimi1_1","Rhimi1_1",10905,"1267.953","982.913","60.603","72.507","3.031","2.981","314.529","399.746",25972395,131
"Rhimi_ATCC52814_1","Rhimi_ATCC52814_1",11502,"1219.649","995.745","63.413","59.062","2.845","2.871","317.177","401.479",24950816,560
"Rhier1","Rhier1",16784,"1478.865","1025.526","85.003","111.987","2.016","1.969","490.384","574.557",57408471,267
"Rhobut1_1","Rhobut1_1",22870,"1231.219","891.315","68.615","83.204","4.615","4.543","219.258","265.579",96282412,1482
"Rhobu1","Rhobu1",19884,"1331.076","919.481","67.789","80.143","4.896","4.670","225.771","279.009",78814333,1836
"Fomros1","Fomros1",12986,"1573.195","992.945","67.863","74.296","5.068","4.613","259.248","308.570",38369625,80
"Rhodia1_1","Rhodia1_1",7974,"1738.300","1174.827","88.481","62.851","4.950","3.888","292.135","360.332",21142622,361
"Rhoto_ATCC26217_1","Rhoto_ATCC26217_1",8226,"1725.511","1193.784","77.862","64.850","5.142","4.044","280.926","342.950",20209575,174
"Rhoto_IFO0559_1","Rhoto_IFO0559_1",8165,"1619.838","1166.922","82.907","111.920","5.257","3.747","258.901","343.913",21148033,48
"Rhoto_IFO0880_2","Rhoto_IFO0880_2",7466,"1669.770","1229.070","87.009","132.715","5.549","3.852","254.954","339.320",20811117,30
"Rhoto_IFO0880_4","Rhoto_IFO0880_4",8490,"1699.473","1110.595","76.492","55.381","5.009","3.784","282.818","344.160",20683845,30
"Rhoto_IFO1236_1","Rhoto_IFO1236_1",7479,"1697.030","1238.286","89.050","129.514","5.588","4.009","257.603","336.659",20452897,223
"Rhoto1","Rhoto1",8140,"1601.475","1135.240","74.883","51.129","5.261","3.796","255.778","338.671",20223942,94
"Rhoglu1","Rhoglu1",8277,"1712.168","1173.720","78.269","65.598","5.031","3.970","283.898","346.474",20088400,206
"Rhoba1_1","Rhoba1_1",7283,"1584.626","1138.329","103.363","549.769","5.238","3.899","254.019","321.581",21013998,26
"Rhomuc1","Rhomuc1",7810,"1695.953","1163.699","86.187","56.612","4.793","3.958","292.768","359.949",19873570,267
"RhodotJ31_1","RhodotJ31_1",7934,"1705.298","1152.884","85.746","55.482","4.740","3.943","297.085","362.360",20111900,189
"Rhosp1","Rhosp1",6680,"1555.311","1179.748","95.414","144.107","5.297","3.948","246.998","324.010",19393393,156
"Rhyru1_1","Rhyru1_1",12117,"1508.284","1189.183","88.438","97.387","2.163","2.218","476.841","630.267",40184762,3308
"Ricfib1","Ricfib1",18897,"1336.330","929.161","68.805","69.229","4.775","4.646","231.399","288.428",59345457,529
"Ricmel1","Ricmel1",17139,"1181.788","931.738","66.426","67.388","4.490","4.731","215.253","275.648",45069463,848
"Rigmic1","Rigmic1",10917,"1466.920","1000.392","71.649","67.117","5.597","4.897","222.372","265.948",42090139,283
"Rozal_SC1","Rozal_SC1",6694,"1001.688","818.576","52.384","87.052","2.577","2.826","280.053","331.054",13461086,4206
"Rozal1_1","Rozal1_1",6350,"1171.587","1107.179","47.650","80.646","3.248","3.232","275.816","366.483",11859274,1059
"Rusbre1","Rusbre1",13608,"1302.303","947.891","69.287","69.269","4.358","4.457","243.063","274.502",48529157,1320
"Ruscom1","Ruscom1",10834,"1391.662","1001.544","67.937","59.885","4.736","4.564","242.630","283.536",45678814,984
"Rusdis1","Rusdis1",11865,"1348.408","991.355","67.540","60.133","4.544","4.416","243.218","287.192",44689478,489
"Rusoch1","Rusoch1",12047,"1480.084","1021.464","66.050","54.573","4.797","4.454","255.313","303.357",44738512,244
"Rusrug1","Rusrug1",12881,"1269.594","948.093","68.743","64.802","4.546","4.453","228.911","255.213",43452339,1389
"Russem1","Russem1",10669,"1464.126","991.582","66.589","53.110","4.917","4.564","247.446","287.518",42095537,889
"Rusvin1","Rusvin1",12673,"1287.734","927.378","69.189","69.584","4.737","4.514","224.446","248.361",43280073,824
"Rutfi1","Rutfi1",13359,"1320.262","1047.342","88.003","103.173","1.901","1.969","455.182","588.439",44266318,48
"Sacpr1","Sacpr1",9234,"1403.279","1022.878","100.483","185.848","2.079","1.811","455.830","594.563",31432921,245
"SacceM3707_1","SacceM3707_1",5974,"1402.132","1068.039","155.196","210.872","0.087","0.317","1290.255","1071.837",11509707,42
"SacceM3836_1","SacceM3836_1",5984,"1397.154","1070.313","179.490","286.116","0.086","0.312","1286.242","1073.253",11532651,52
"SacceM3837_1","SacceM3837_1",5969,"1399.683","1067.306","188.770","333.906","0.089","0.318","1285.735","1071.908",11530290,45
"SacceM3838_1","SacceM3838_1",5991,"1397.906","1068.445","158.153","227.336","0.088","0.319","1284.684","1071.740",11571570,34
"SacceM3839_1","SacceM3839_1",5989,"1396.494","1067.012","227.490","351.428","0.090","0.330","1281.385","1069.899",11550170,44
"Sacce1","Sacce1",6575,"1329.160","1103.703","244.071","177.836","0.043","0.210","1273.940","1108.527",12070898,16
"SacceYB210_1","SacceYB210_1",5994,"1370.875","1024.461","327.159","409.531","0.197","0.747","1145.070","992.270",11803935,596
"Sacca1","Sacca1",6736,"1510.487","1227.272","420.306","775.499","0.327","0.685","1138.613","1180.745",17823225,1346
"Saico1","Saico1",7034,"1391.510","1004.254","73.383","146.523","1.232","1.418","623.511","781.716",14136186,35
"Sakvas1","Sakvas1",9387,"1374.821","1131.560","74.780","184.567","4.165","4.103","266.185","358.907",42502389,2417
"Sarco1","Sarco1",13738,"1202.361","994.145","73.981","99.304","1.828","1.949","425.109","517.981",39089751,461
"Satdi1","Satdi1",4881,"1524.802","1246.250","313.119","466.810","0.210","0.511","1260.596","1084.902",10120266,645
"Picst3","Picst3",5804,"1566.194","1086.771","131.853","278.098","0.445","0.901","1084.231","994.853",15441007,9
"Schco3","Schco3",16319,"1453.280","1035.330","74.599","213.950","4.273","4.359","275.599","329.570",38670379,25
"Schco_LoeD_1","Schco_LoeD_1",13827,"1369.633","989.217","74.381","149.427","4.551","4.196","246.754","300.782",35882427,1774
"Schco_TatD_1","Schco_TatD_1",15199,"1393.718","991.389","69.972","101.544","4.270","4.181","264.475","318.156",36458910,1707
"Schpa1","Schpa1",17098,"1419.258","965.853","66.153","82.545","4.780","4.663","245.555","310.231",44406206,1291
"Schcy1","Schcy1",5180,"1925.127","1232.274","75.955","59.641","1.148","1.534","896.051","1093.892",11556809,34
"Schja1","Schja1",4878,"1975.678","1310.490","77.170","65.387","1.105","1.565","938.764","1127.099",11733154,32
"Schoc1","Schoc1",4986,"1945.984","1254.620","74.768","57.532","1.110","1.564","922.395","1124.452",11634473,5
"Schpo1","Schpo1",5134,"2061.575","1292.900","82.987","73.641","1.033","1.498","1013.902","1202.230",12611948,5
"Schves1","Schves1",12641,"1521.259","1110.022","92.742","124.947","1.742","1.794","554.761","662.768",35941384,9
"Sclci1","Sclci1",21012,"1054.760","902.781","77.204","297.247","3.328","3.949","243.698","278.606",56144862,938
"Sclhys1_1","Sclhys1_1",16654,"1235.126","904.105","61.392","58.560","5.035","4.756","204.664","243.331",124262113,901
"Sclsan1","Sclsan1",7223,"1599.940","1120.294","62.060","61.558","2.453","2.196","463.330","595.822",18019643,69
"Sclsc1","Sclsc1",14503,"1091.543","1068.526","139.354","129.354","1.797","1.727","390.225","574.812",38330212,37
"Scysp1_1","Scysp1_1",14238,"1434.889","982.910","66.965","69.356","4.710","4.399","251.275","299.108",60644971,597
"Sebve1","Sebve1",15312,"1371.610","1030.299","76.957","285.719","3.944","4.175","277.435","348.426",38094242,546
"Sepsp1","Sepsp1",10893,"1277.136","1023.046","64.511","51.510","4.067","3.975","252.058","336.923",27514649,236
"Sepmu1","Sepmu1",10233,"1841.085","1335.861","116.955","496.662","1.436","1.590","755.861","933.718",29352103,72
"Seppo1","Seppo1",9739,"1408.149","1110.380","108.276","261.650","1.530","1.608","556.551","777.865",33188813,502
"Serend1","Serend1",10509,"1632.198","1059.594","66.042","62.416","4.969","4.416","273.434","338.417",40693196,192
"Sebvebe1","Sebvebe1",14208,"1324.787","1040.118","66.593","75.841","4.184","4.327","255.540","336.771",36850610,827
"Serla_varsha1","Serla_varsha1",13804,"1088.121","945.782","82.638","156.237","4.441","4.524","199.987","241.000",45978785,4893
"SerlaS7_3_2","SerlaS7_3_2",14495,"1189.102","989.624","73.300","180.679","4.255","4.835","226.299","263.591",47042600,2128
"SerlaS7_9_2","SerlaS7_9_2",12789,"1243.603","971.168","72.876","191.051","4.732","4.721","216.974","253.317",42734799,36
"Setho1","Setho1",14389,"1296.719","1023.533","87.963","116.281","1.685","1.697","483.018","590.777",39179649,557
"Settu3","Settu3",12028,"1490.126","1111.463","85.546","123.655","1.648","1.664","562.633","669.506",43014577,407
"Settur3","Settur3",12547,"1495.521","1097.249","82.304","109.279","1.575","1.605","580.686","687.740",38422090,489
"Sirint1","Sirint1",9453,"1563.321","1043.910","53.556","42.722","4.724","4.355","273.127","325.666",21959807,102
"Sisrad1","Sisrad1",11562,"1563.411","1015.502","68.804","51.972","5.902","5.041","226.510","273.938",53934495,378
"Sisni1","Sisni1",13080,"1406.783","971.641","66.136","146.142","4.955","4.563","236.252","286.732",35361098,230
"Sissu1","Sissu1",13657,"1413.683","974.192","59.584","60.196","4.703","4.508","247.865","302.805",33857913,1028
"Slopil1","Slopil1",12822,"1600.760","940.100","74.002","49.727","6.598","5.615","210.672","258.988",34802152,21
"SmicuMNP_2","SmicuMNP_2",12166,"1200.120","1229.390","238.515","514.232","1.242","1.758","535.333","830.819",77124806,6137
"SmiculW2_1","SmiculW2_1",11260,"1129.945","1221.556","232.770","465.196","1.167","1.668","521.549","819.406",71049901,7749
"Smimuc2","Smimuc2",8247,"1197.406","1276.448","265.925","648.498","1.252","1.766","531.629","847.087",102350667,7797
"Sodal1","Sodal1",9411,"1648.543","1175.825","120.752","229.189","2.320","2.546","496.526","688.158",43450096,29
"Sorbr1","Sorbr1",10927,"1735.200","1210.057","123.249","149.515","1.643","2.248","656.551","779.106",53085477,29
"Spalat1","Spalat1",12815,"1396.530","992.734","67.613","63.900","4.868","4.692","237.992","281.145",35658227,184
"Spapa3","Spapa3",5983,"1720.309","1139.481","319.659","2064.640","0.205","0.524","1428.140","1116.044",13182099,8
"Spafl1","Spafl1",9941,"1644.087","1288.563","116.226","136.963","2.481","2.382","472.366","651.492",35536079,2195
"Sphst1","Sphst1",35274,"990.841","798.279","95.820","638.753","3.667","4.092","212.313","243.295",176372157,1460
"Spifus1","Spifus1",10164,"1350.384","1062.144","81.694","76.170","3.798","3.892","281.464","359.719",38198483,217
"Spipu1","Spipu1",9424,"1871.576","1361.993","70.954","33.459","5.019","5.097","310.923","436.521",24131112,38
"Spopa1","Spopa1",8378,"1686.766","1117.123","80.598","46.220","4.796","3.905","291.022","347.762",21101591,319
"Spore1","Spore1",6648,"1793.529","1318.514","130.315","151.601","0.461","0.930","1227.949","1315.862",18386378,44
"Spogra1_1","Spogra1_1",8038,"1459.683","1050.060","71.373","67.573","4.689","3.481","256.598","320.652",19998122,18
"Spoli1","Spoli1",9062,"1519.386","976.850","47.021","48.397","5.257","4.064","242.842","290.909",18244034,35
"Sporo1","Sporo1",5536,"1750.213","1438.488","102.882","145.908","6.209","4.970","242.770","293.165",21172659,76
"Spoumb1","Spoumb1",10781,"1295.075","994.547","72.522","71.559","3.245","2.859","305.078","390.385",26235891,297
"Spola1","Spola1",5498,"1452.075","1021.390","159.602","226.522","0.777","1.119","816.978","886.031",15566190,366
"Spofi1","Spofi1",10783,"1523.633","1089.907","74.954","108.833","1.700","1.728","564.407","668.248",25892244,140
"Stael1","Stael1",14925,"1568.904","1112.486","78.195","94.953","1.889","1.958","543.015","650.809",43467584,73
"Stano2","Stano2",12380,"1318.517","1088.153","90.285","85.134","1.665","1.470","494.734","595.063",37213987,108
"Stasp1","Stasp1",14430,"1593.753","1044.924","76.666","94.321","1.709","1.704","588.421","654.776",36082944,44
"Stagr1","Stagr1",11832,"1357.589","1565.385","83.642","113.853","1.445","1.673","555.275","890.926",32998052,151
"Stely1","Stely1",8997,"1797.853","1426.647","142.000","196.051","2.251","2.228","552.963","714.100",35173254,414
"Stehi1","Stehi1",14072,"1564.076","1129.518","86.353","143.725","5.516","5.149","240.029","319.433",46511623,159
"Stobe1","Stobe1",12707,"1397.862","1234.140","80.742","102.209","2.097","1.978","451.378","622.113",37547027,49
"Sugame1","Sugame1",6288,"1451.958","1005.112","113.554","133.269","0.591","0.880","912.444","894.707",16480292,52
"Suiame1","Suiame1",17163,"1215.361","947.327","64.101","71.638","4.343","4.439","227.473","269.358",50809076,1307
"Suiamp1","Suiamp1",16527,"1358.193","975.250","65.995","72.490","4.949","4.623","228.295","274.074",58334580,1601
"Suibov1","Suibov1",13537,"1411.213","1001.884","64.244","66.412","5.194","4.642","227.828","277.047",47496138,622
"Suibr2","Suibr2",21458,"1158.772","946.179","64.800","74.914","3.804","4.208","241.201","282.548",52027859,1550
"Suicli1","Suicli1",15530,"1442.269","1011.764","64.279","66.821","5.079","4.669","237.269","289.343",46838326,288
"Suicot1","Suicot1",18898,"1335.907","966.467","66.793","77.399","5.045","4.583","220.987","267.448",94611779,685
"Suidec1","Suidec1",16646,"1207.816","961.624","64.809","74.383","4.335","4.491","226.381","267.653",62784544,1391
"Suigr1","Suigr1",15605,"1302.842","1001.538","65.189","72.647","4.573","4.508","233.766","285.829",42341223,628
"Suihi1","Suihi1",16948,"1274.959","981.522","65.869","72.204","4.651","4.649","225.605","267.668",49942187,644
"Suilak1","Suilak1",19384,"1295.626","938.561","66.397","74.113","4.879","4.564","220.373","260.324",79746074,1154
"Suilu4","Suilu4",16588,"1309.671","992.311","63.952","71.286","4.573","4.467","235.018","280.874",44486502,67
"Suiocc1","Suiocc1",16029,"1359.036","968.334","65.870","71.670","5.020","4.557","225.771","266.935",57963537,1584
"Suipal1","Suipal1",16585,"1339.066","976.562","66.911","76.173","4.954","4.581","224.916","265.222",61993750,996
"Suipic1","Suipic1",17426,"1243.566","935.421","64.522","71.527","4.772","4.507","215.443","250.903",87086403,1400
"Suipla1","Suipla1",15123,"1410.238","1002.992","65.637","74.404","4.992","4.588","235.335","284.528",55323552,753
"Suisu1","Suisu1",17080,"1347.417","963.249","67.247","79.534","5.085","4.659","221.419","255.914",64971567,998
"Suisub1","Suisub1",15740,"1232.282","956.244","66.029","70.935","4.595","4.562","220.233","258.717",57660940,668
"Suitom1","Suitom1",17198,"1321.367","974.818","65.226","72.506","4.811","4.586","227.396","269.324",53063458,203
"Suivar1","Suivar1",17070,"1349.259","966.257","66.747","78.687","4.967","4.552","226.122","269.605",64862609,1270
"Symko1","Symko1",10482,"1584.610","1027.723","70.233","106.652","2.304","2.189","479.555","567.089",24834845,54
"Symat1","Symat1",6184,"1353.148","981.309","107.561","147.306","0.479","0.814","914.721","900.033",14021155,14
"Synrac1","Synrac1",11124,"1401.199","1029.076","73.507","65.104","3.523","3.463","309.775","377.179",30745403,49
"Synfus1","Synfus1",8846,"1381.048","960.747","66.113","53.268","4.196","4.660","265.807","335.354",29358178,371
"Synplu1","Synplu1",7993,"1433.623","998.322","76.492","74.235","4.739","5.208","249.797","323.218",32907727,438
"Synps1","Synps1",6123,"1035.798","769.962","96.236","117.873","3.175","3.375","248.071","330.659",16269185,3317
"Penac1","Penac1",13793,"1608.277","1113.121","75.618","133.476","2.161","2.079","508.795","629.533",37268618,49
"Talabor1","Talabor1",9744,"1481.277","1195.201","119.749","172.830","1.823","1.659","524.666","680.653",27050413,28
"Talma1_2","Talma1_2",10638,"1511.444","1172.729","129.513","173.708","2.161","1.998","478.093","676.626",28643865,452
"Talpro1","Talpro1",13587,"1582.684","1101.757","68.933","63.232","2.211","2.181","492.927","614.233",37611490,30
"Talst1_2","Talst1_2",13252,"1440.894","1118.900","124.848","177.942","2.293","1.891","437.571","605.289",35685443,820
"Tapde1_1","Tapde1_1",4609,"1338.137","923.174","78.702","163.424","0.642","0.879","814.941","818.498",13364053,394
"Tappo1","Tappo1",6155,"1471.203","1013.040","67.611","90.355","0.893","1.272","777.275","825.273",13214580,44
"Currey1","Currey1",10955,"1717.081","1090.116","76.374","82.194","1.883","1.776","595.575","671.423",31665731,47
"Ternu1","Ternu1",10998,"1518.314","1061.474","95.650","134.946","1.183","1.412","695.391","812.001",28443146,273
"Terbo2","Terbo2",12114,"1248.407","1062.189","85.537","88.444","2.036","2.379","411.180","521.525",63234573,516
"Tercla1","Tercla1",12765,"1325.360","1050.166","88.634","113.170","2.248","2.314","408.061","500.795",74471381,1139
"Tescy1","Tescy1",7069,"1615.103","1348.930","181.888","229.756","0.696","1.282","952.224","1141.863",20778962,95
"Thaele1","Thaele1",13104,"1302.840","1021.795","80.588","80.492","3.020","2.776","324.072","422.239",34252226,89
"Thasp1","Thasp1",6857,"1192.665","893.865","85.316","82.762","3.725","4.141","252.411","355.286",18203817,1385
"Thacu1","Thacu1",12955,"1492.298","990.301","61.925","51.089","5.766","4.892","220.545","265.623",45795111,343
"Themi1","Themi1",10290,"1251.580","1087.911","90.842","123.230","1.203","1.373","568.022","759.767",27344100,66
"Thest1","Thest1",8590,"1588.967","1345.151","129.695","153.996","1.774","1.910","572.871","813.391",26091195,379
"Thega1","Thega1",12643,"1154.460","978.502","68.797","77.857","4.043","4.120","228.911","276.103",36335475,1241
"Theter1","Theter1",13338,"1500.305","1005.641","67.330","71.743","4.679","4.116","264.204","309.061",40733037,76
"Theau1","Theau1",8798,"1419.026","1083.297","102.739","217.977","2.334","2.115","425.630","578.123",28490209,48
"Thelan1","Thelan1",6241,"2177.730","1498.881","88.980","190.550","2.636","2.450","598.969","759.826",19155516,311
"Thian1","Thian1",9204,"1604.577","1166.698","99.409","179.158","1.711","1.883","591.830","709.552",40662258,153
"Thiap1","Thiap1",11942,"1507.793","1152.387","98.819","181.787","1.768","1.894","544.632","667.713",32737472,109
"Thiar1","Thiar1",10954,"1621.314","1153.029","92.873","143.298","1.804","1.850","578.121","695.430",30991681,69
"Thihy1","Thihy1",11338,"1544.006","1162.508","101.128","174.476","1.725","1.809","566.517","678.647",31183862,251
"Thite2","Thite2",9813,"1682.158","1150.931","120.681","529.493","1.855","1.821","589.179","714.494",36912256,6
"ThoPMI491_1","ThoPMI491_1",23281,"1486.505","1001.122","92.752","178.444","1.882","2.030","515.704","592.398",72858336,194
"Tilan2","Tilan2",6810,"1818.736","1316.395","89.740","71.001","2.323","2.075","547.260","665.266",18704010,289
"Tilalb1","Tilalb1",8471,"1732.858","1280.040","120.105","90.529","3.783","3.654","362.320","485.930",24473709,851
"Tillet1","Tillet1",9728,"1802.699","1218.770","143.120","98.708","3.142","2.501","435.239","557.885",27941152,53
"Tilwa1","Tilwa1",7011,"1607.999","1232.296","86.867","98.728","3.482","3.166","358.760","527.975",18761941,38
"Tirniv1","Tirniv1",10591,"1554.227","1139.498","93.154","131.584","2.379","2.436","459.966","556.742",63133441,421
"Tolinf1","Tolinf1",9998,"1538.296","1381.139","78.466","76.896","1.644","1.699","581.756","782.743",30348711,101
"Torra1","Torra1",11634,"1269.730","1043.167","95.758","125.798","1.583","1.818","491.500","621.589",33200036,96
"Canca1","Canca1",4657,"1473.146","1036.926","165.972","372.182","0.203","0.534","1224.423","1006.651",9180161,6
"Torde1","Torde1",4972,"1459.082","1069.778","110.448","92.568","0.041","0.206","1401.847","1083.226",9220678,8
"Totfu1","Totfu1",13685,"1482.654","1025.118","79.420","85.019","1.799","1.744","529.713","611.514",36781754,363
"Trabet1","Trabet1",13239,"1460.305","968.617","68.726","68.172","4.760","4.577","253.511","305.991",37474905,115
"Traci1","Traci1",14110,"1233.408","959.290","67.753","61.970","4.371","4.638","229.639","288.116",35002292,367
"Tragib1","Tragib1",12038,"1475.625","985.099","68.597","60.360","4.863","4.666","251.698","303.415",33109328,103
"Tralj1","Tralj1",13180,"1455.111","1005.343","70.001","109.155","4.718","4.655","254.463","303.930",34004100,311
"Tramax1","Tramax1",12468,"1497.082","985.151","69.775","66.567","5.030","4.650","248.266","299.149",36566397,53
"Tramey1","Tramey1",12439,"1513.891","978.813","69.458","63.161","5.079","4.660","249.045","301.626",35370798,24
"Trapol1","Trapol1",12346,"1508.223","974.218","69.185","62.988","4.980","4.658","252.194","306.500",34431392,33
"Trapub1","Trapub1",14451,"1274.853","1037.280","81.780","110.594","3.625","4.176","275.615","360.060",39759818,1747
"Trave1","Trave1",14296,"1400.272","1019.543","80.939","287.580","4.815","4.776","240.816","299.167",44794008,283
"Trace1","Trace1",11836,"1283.864","982.566","63.141","44.066","4.747","4.684","223.415","278.955",29819895,110
"Trepe1","Trepe1",17306,"1504.098","1017.955","80.822","143.074","1.719","1.807","553.216","622.721",47745773,101
"Treme1","Treme1",8313,"1458.122","1096.900","126.825","148.671","4.751","4.073","253.521","329.316",28639919,45
"Triab1_1","Triab1_1",14978,"1372.898","957.808","70.439","140.300","4.650","4.542","243.004","299.903",40609032,587
"Tripra1","Tripra1",10413,"1548.179","1059.872","85.321","98.216","2.295","2.223","469.910","522.141",38357564,104
"Tribi1","Tribi1",10181,"1260.029","1046.135","74.064","102.506","1.709","1.704","465.166","625.750",25789561,44
"Trias1","Trias1",12586,"1489.261","1287.245","96.198","184.187","1.685","1.810","554.666","755.678",37464610,419
"Triasp1","Triasp1",12320,"1324.172","1280.475","90.777","95.184","1.651","1.809","499.412","745.915",35388325,2369
"Triatrob1","Triatrob1",8637,"1441.934","1061.695","107.828","309.305","2.152","2.071","457.497","595.537",39149368,847
"Triatr1","Triatr1",11909,"1680.232","1294.704","97.592","121.398","1.849","1.899","589.844","783.308",36332534,32
"Triatro1","Triatro1",12001,"1682.032","1290.279","89.834","97.446","1.822","1.891","596.092","784.644",36520685,29
"Triatrov1","Triatrov1",12360,"1634.709","1298.238","93.756","107.525","1.791","1.894","585.686","783.969",37129917,446
"Triat2","Triat2",11828,"1600.605","1288.398","106.735","374.229","1.857","1.868","560.316","686.354",36143664,29
"Trici4","Trici4",9737,"1481.293","1333.055","104.877","248.263","2.103","2.212","477.373","714.395",33215161,533
"Trigam1","Trigam1",10944,"1511.610","1324.058","98.056","119.962","1.797","1.853","540.429","715.211",37970415,381
"Trigui1","Trigui1",11255,"1511.645","1247.655","88.814","96.800","1.866","1.887","527.471","716.748",38329450,63
"Triha1","Triha1",14095,"1466.738","1267.087","94.459","211.542","1.703","1.854","542.588","732.571",40980678,532
"TriharM10_1","TriharM10_1",12842,"1689.153","1366.818","89.131","107.212","1.876","1.919","587.321","796.905",40484612,304
"TriharT22_1","TriharT22_1",12762,"1671.102","1385.975","89.301","104.133","1.872","1.937","581.867","804.126",40378754,478
"Trihar1","Trihar1",13932,"1329.010","1256.649","92.349","106.756","1.760","1.969","481.579","737.359",40870399,2282
"Trilo3","Trilo3",10938,"1481.980","1321.052","119.385","250.053","1.712","1.811","546.395","785.340",32238325,130
"Trilon1","Trilon1",10046,"1713.541","1367.616","97.042","108.023","1.844","1.847","602.613","834.850",32342648,375
"Tripar1","Tripar1",9062,"1500.343","1387.281","93.641","76.767","1.716","1.708","552.508","738.128",32070663,885
"TrireRUTC30_1","TrireRUTC30_1",9852,"1475.780","1280.236","116.960","276.975","1.883","1.785","511.914","702.013",32689233,182
"Trire2","Trire2",9143,"1553.499","1370.214","117.137","252.413","2.056","2.178","508.271","756.743",33454514,87
"TriviGv29_8_2","TriviGv29_8_2",12423,"1505.252","1360.758","104.810","200.044","1.929","1.898","513.927","766.550",39022666,93
"Trima3","Trima3",22885,"947.108","874.502","85.384","409.071","3.032","4.191","234.904","266.527",175759688,2546
"Tripe1","Tripe1",6567,"1308.364","970.397","94.041","172.998","0.465","0.840","893.049","874.970",14462715,79
"Trihyb1","Trihyb1",13308,"1369.595","1056.318","80.238","108.121","2.349","2.329","409.016","470.338",144183925,1794
"Triru1","Triru1",8707,"1412.392","1147.571","84.455","70.790","2.098","1.929","455.875","635.298",22502330,35
"Triver1","Triver1",8024,"1468.232","1168.803","83.822","54.300","1.572","1.603","570.900","711.757",22540967,523
"Trias2479","Trias2479",8300,"1488.717","1123.613","97.064","97.235","2.147","2.244","473.007","636.901",24271268,341
"Trias8904","Trias8904",8507,"1479.629","1113.797","98.234","102.458","2.129","2.282","472.866","633.469",25267041,193
"Trich1","Trich1",7766,"1528.339","1082.804","103.524","106.027","3.424","2.832","345.433","506.191",24807191,7
"Trigue1","Trigue1",10572,"1459.748","1037.341","103.867","130.120","3.306","3.250","338.966","434.284",31643199,2089
"Triol1","Triol1",8322,"1556.697","1068.028","70.766","114.536","2.722","2.621","418.195","533.396",19835558,180
"Trigu1","Trigu1",8062,"1452.757","1131.939","89.966","91.109","2.375","2.270","430.450","578.436",24228379,236
"Triarc1","Triarc1",10963,"1572.740","1214.986","67.127","57.909","3.255","3.796","369.610","532.328",31548172,103
"Trisp1","Trisp1",7254,"1522.924","1098.936","75.880","110.501","4.550","4.600","274.419","363.695",18890683,110
"Truan1","Truan1",14777,"1542.513","1106.724","87.224","101.336","1.715","1.823","568.238","689.654",47102642,17
"Tryvi1","Tryvi1",11858,"1574.242","1104.377","80.720","103.366","1.833","1.803","555.742","678.547",32160005,730
"Tubae1","Tubae1",9344,"1931.074","1394.175","97.906","983.063","2.806","2.531","507.337","567.164",144718305,3244
"Tubbor1","Tubbor1",12346,"1309.274","994.615","88.200","114.241","2.395","2.409","385.626","442.946",97184993,969
"Tubma1","Tubma1",9433,"1358.871","1029.347","93.185","131.397","2.739","2.732","363.463","422.021",192781443,1283
"Tubme1v2","Tubme1v2",10058,"1459.200","1084.436","81.940","78.058","2.551","2.386","410.880","449.741",124945702,398
"Tulca1","Tulca1",19659,"1108.886","859.456","96.472","371.680","3.646","3.766","238.654","277.690",62392858,1335
"Tulcal1","Tulcal1",15577,"1428.356","987.133","74.654","73.536","4.845","4.390","244.368","294.188",70372952,367
"Umbisa1","Umbisa1",9193,"1562.860","1025.850","77.973","52.281","3.750","3.410","328.991","410.569",21826060,47
"Umbra1","Umbra1",9931,"1492.386","1032.916","79.265","60.128","3.747","3.791","314.395","389.879",23077072,198
"Piptie1","Piptie1",5811,"1343.532","1069.736","132.747","134.493","2.127","2.755","429.679","528.930",18550337,214
"Umbsp_AD052_1","Umbsp_AD052_1",9369,"1488.163","1040.379","79.654","49.387","3.905","3.754","303.377","388.177",22504321,67
"Uncre1","Uncre1",7798,"1437.000","1123.593","96.360","88.122","2.090","1.885","465.084","606.520",22327935,44
"Uroocc1","Uroocc1",6708,"2047.448","1367.677","150.067","203.426","0.619","2.043","1264.434","1343.736",18574243,23
"Uropr1","Uropr1",5998,"1794.429","1257.776","74.689","77.188","1.535","1.737","707.858","961.569",13824135,26
"Usnflo1","Usnflo1",12649,"1548.930","1140.312","82.449","93.654","2.094","2.055","500.547","629.546",44323432,274
"Ustvir1","Ustvir1",6451,"1405.284","1068.511","153.647","223.091","1.379","1.501","590.663","748.874",33567624,139
"Usthor1","Usthor1",7110,"1705.426","1342.915","140.854","144.887","0.546","1.062","1103.128","1290.299",21150702,713
"Ustma2_2","Ustma2_2",6785,"1772.453","1328.417","145.655","155.136","0.436","0.916","1234.712","1318.297",19664388,27
"Valla1","Valla1",8026,"1462.648","1299.828","94.370","114.432","1.677","1.689","546.315","747.588",22125270,83
"DelFL0756_1","DelFL0756_1",11844,"1675.906","1119.201","90.916","112.279","1.918","1.839","574.264","677.611",36394561,1086
